,image,transforms,set,label
1743,100187800_fliph_rcrop_rinv.png,fliph_rcrop_rinv,train,Rost/Strassenrost
1744,100061000_raff_rcrop_rot.png,raff_rcrop_rot,train,Andere/-
1745,100102100_rcont_rcrop_rot.png,rcont_rcrop_rot,train,Gussbeton/Pickelloch geschlossen
1746,100045200_jit_rcont_rinv.png,jit_rcont_rinv,train,Rost/Strassenrost gewoelbt
1747,100195500_orig_pers_rcont.png,orig_pers_rcont,train,Vollguss/Pickelloch geschlossen
1748,100015700_orig_rcrop_rshrp.png,orig_rcrop_rshrp,train,Vollguss/Pickelloch geschlossen
1749,100113000_jit_rcont_rshrp.png,jit_rcont_rshrp,train,Rost/Einlauf rund
1750,100144000_pers_rcrop_rinv.png,pers_rcrop_rinv,train,Vollguss/Aufklappbar
1751,100084300_flipv_rinv_rshrp.png,flipv_rinv_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
1752,100123400_flipv_raff_rinv.png,flipv_raff_rinv,train,Vollguss/Pickelloch geschlossen
1753,100058900_flipv_orig_rot.png,flipv_orig_rot,train,Vollguss/Pickelloch geschlossen
1754,100155900_jit_rcrop_rinv.png,jit_rcrop_rinv,train,"Vollguss/Handgriff geschlossen, verschraubt"
1755,100086700_flipv_rcont_rot.png,flipv_rcont_rot,train,Vollguss/Pickelloch geschlossen
1756,100098000_flipv_rinv_rshrp.png,flipv_rinv_rshrp,train,Vollguss/Pickelloch belueftet
1757,100129700_fliph_pers_raff.png,fliph_pers_raff,train,Vollguss/Aufklappbar
1758,100109100_pers_rcrop_rshrp.png,pers_rcrop_rshrp,train,Andere/-
1759,100012300_flipv_orig_rcont.png,flipv_orig_rcont,train,Rost/Strassenrost gewoelbt
1760,100211700_flipv_orig_rshrp.png,flipv_orig_rshrp,train,Andere/-
1761,100192600_raff_rcont_rshrp.png,raff_rcont_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
1762,100124700_fliph_orig_rcrop.png,fliph_orig_rcrop,train,Vollguss/Handgriff geschlossen
1763,100003200_flipv_jit_rcont.png,flipv_jit_rcont,train,Vollguss/Handgriff geschlossen
1764,100080800_flipv_rot_rshrp.png,flipv_rot_rshrp,train,Vollguss/Pickelloch belueftet
1765,100073600_jit_raff_rshrp.png,jit_raff_rshrp,train,Gussbeton/Handgriff seitlich
1766,100198700_blur_raff_rcrop.png,blur_raff_rcrop,train,Andere/-
1767,100057200_blur_fliph_rinv.png,blur_fliph_rinv,train,Gussbeton/Handgriff mitte
1768,100143400_orig_rcrop_rshrp.png,orig_rcrop_rshrp,train,Andere/-
1769,100137200_jit_orig_rcont.png,jit_orig_rcont,train,Gussbeton/Handgriff seitlich
1770,100158800_fliph_orig_pers.png,fliph_orig_pers,train,Gussbeton/Pickelloch belueftet
1771,100120800_blur_raff_rcont.png,blur_raff_rcont,train,Rost/Einlauf rund
1772,100172600_flipv_orig_rcont.png,flipv_orig_rcont,train,Andere/-
1774,100110900_orig_rcrop_rshrp.png,orig_rcrop_rshrp,train,Rost/Einlauf rund
1775,100092100_fliph_rcrop_rot.png,fliph_rcrop_rot,train,Vollguss/Pickelloch belueftet
1776,100065500_blur_rcont_rot.png,blur_rcont_rot,train,Gussbeton/Pickelloch belueftet
1777,100059700_raff_rot_rshrp.png,raff_rot_rshrp,train,Vollguss/Aufklappbar
1778,100072400_fliph_orig_pers.png,fliph_orig_pers,train,Vollguss/Handgriff geschlossen
1779,100006600_orig_pers_rinv.png,orig_pers_rinv,train,Rost/Strassenrost gewoelbt
1780,100167200_flipv_jit_orig.png,flipv_jit_orig,train,Gussbeton/Pickelloch belueftet
1781,100066900_fliph_orig_rcrop.png,fliph_orig_rcrop,train,Vollguss/Pickelloch belueftet
1782,100046300_blur_flipv_jit.png,blur_flipv_jit,train,Gussbeton/Handgriff mitte
1783,100119600_blur_rcrop_rshrp.png,blur_rcrop_rshrp,train,Vollguss/Pickelloch belueftet
1784,100191200_fliph_rinv_rot.png,fliph_rinv_rot,train,Gussbeton/Handgriff seitlich
1786,100023700_rcont_rinv_rshrp.png,rcont_rinv_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
1787,100192400_blur_orig_rinv.png,blur_orig_rinv,train,Rost/Einlauf rund
1788,100129700_flipv_orig_rshrp.png,flipv_orig_rshrp,train,Vollguss/Aufklappbar
1789,100132900_fliph_flipv_rot.png,fliph_flipv_rot,train,Gussbeton/Handgriff mitte
1790,100115100_jit_rinv_rshrp.png,jit_rinv_rshrp,train,Rost/Strassenrost gewoelbt
1791,100020300_fliph_flipv_rot.png,fliph_flipv_rot,train,Gussbeton/Pickelloch belueftet
1792,100000500_blur_flipv_orig.png,blur_flipv_orig,train,Vollguss/Handgriff geschlossen
1793,100088900_jit_pers_rot.png,jit_pers_rot,train,Vollguss/Handgriff geschlossen
1794,100123500_flipv_rinv_rshrp.png,flipv_rinv_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
1795,100011500_fliph_pers_rcrop.png,fliph_pers_rcrop,train,Rost/Einlauf rund
1796,100156100_flipv_jit_rcont.png,flipv_jit_rcont,train,Vollguss/Pickelloch geschlossen
1797,100185900_jit_rcont_rot.png,jit_rcont_rot,train,Vollguss/Pickelloch belueftet
1798,100032300_blur_flipv_rcrop.png,blur_flipv_rcrop,train,Gussbeton/Handgriff mitte
1799,100165900_pers_rcrop_rot.png,pers_rcrop_rot,train,Vollguss/Handgriff geschlossen
1800,100212200_jit_orig_raff.png,jit_orig_raff,train,Gussbeton/Pickelloch belueftet
1801,100194600_blur_jit_rcrop.png,blur_jit_rcrop,train,Vollguss/Handgriff geschlossen
1802,100004900_jit_pers_rcrop.png,jit_pers_rcrop,train,Andere/-
1803,100087300_jit_raff_rcont.png,jit_raff_rcont,train,Gussbeton/Handgriff seitlich
1804,100195100_orig_pers_rcrop.png,orig_pers_rcrop,train,Rost/Strassenrost
1805,100006600_pers_rcont_rcrop.png,pers_rcont_rcrop,train,Rost/Strassenrost gewoelbt
1807,100086400_orig_raff_rcont.png,orig_raff_rcont,train,Andere/-
1808,100168200_blur_rcrop_rinv.png,blur_rcrop_rinv,train,Vollguss/Pickelloch belueftet
1810,100031100_fliph_pers_raff.png,fliph_pers_raff,train,Rost/Strassenrost
1811,100072800_orig_rinv_rot.png,orig_rinv_rot,train,Gussbeton/Pickelloch belueftet
1812,100212400_fliph_jit_pers.png,fliph_jit_pers,train,Gussbeton/Pickelloch belueftet
1813,100070600_jit_raff_rcont.png,jit_raff_rcont,train,"Vollguss/Handgriff geschlossen, verschraubt"
1814,100033700_fliph_flipv_rshrp.png,fliph_flipv_rshrp,train,Rost/Strassenrost
1815,100019000_raff_rot_rshrp.png,raff_rot_rshrp,train,Gussbeton/Handgriff mitte
1816,100175800_blur_jit_rcont.png,blur_jit_rcont,train,Gussbeton/Handgriff mitte
1817,100135600_jit_orig_rshrp.png,jit_orig_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
1818,100150800_blur_fliph_rot.png,blur_fliph_rot,train,Vollguss/Handgriff geschlossen
1819,100009000_jit_raff_rcrop.png,jit_raff_rcrop,train,Rost/Strassenrost gewoelbt
1820,100107400_jit_pers_rshrp.png,jit_pers_rshrp,train,Rost/Einlauf rund
1822,100186000_flipv_jit_pers.png,flipv_jit_pers,train,Rost/Strassenrost
1823,100132900_blur_pers_rinv.png,blur_pers_rinv,train,Gussbeton/Handgriff mitte
1824,100016800_jit_orig_rcont.png,jit_orig_rcont,train,Gussbeton/Pickelloch geschlossen
1825,100100400_fliph_jit_pers.png,fliph_jit_pers,train,Rost/Strassenrost
1826,100027100_fliph_raff_rinv.png,fliph_raff_rinv,train,Andere/-
1827,100205100_orig_rot_rshrp.png,orig_rot_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
1828,100188200_raff_rcrop_rot.png,raff_rcrop_rot,train,Vollguss/Handgriff geschlossen
1829,100045400_jit_rcont_rinv.png,jit_rcont_rinv,train,Rost/Strassenrost
1830,100012300_blur_orig_rcont.png,blur_orig_rcont,train,Rost/Strassenrost gewoelbt
1831,100214900_blur_rinv_rot.png,blur_rinv_rot,train,Gussbeton/Pickelloch belueftet
1832,100160800_flipv_jit_rcrop.png,flipv_jit_rcrop,train,Vollguss/Aufklappbar
1833,100085600_blur_pers_rcrop.png,blur_pers_rcrop,train,Gussbeton/Handgriff seitlich
1834,100094800_pers_raff_rot.png,pers_raff_rot,train,Rost/Einlauf rund
1835,100129700_jit_rcont_rot.png,jit_rcont_rot,train,Vollguss/Aufklappbar
1836,100130000_blur_fliph_rshrp.png,blur_fliph_rshrp,train,Gussbeton/Pickelloch belueftet
1837,100142800_pers_raff_rcrop.png,pers_raff_rcrop,train,"Vollguss/Handgriff geschlossen, verschraubt"
1838,100171700_orig_rcont_rot.png,orig_rcont_rot,train,Andere/-
1840,100217200_orig_raff_rot.png,orig_raff_rot,train,Gussbeton/Pickelloch geschlossen
1841,100036100_flipv_raff_rshrp.png,flipv_raff_rshrp,train,Gussbeton/Pickelloch belueftet
1842,100115100_fliph_pers_rcrop.png,fliph_pers_rcrop,train,Rost/Strassenrost gewoelbt
1844,100095100_jit_pers_rot.png,jit_pers_rot,train,"Vollguss/Handgriff geschlossen, verschraubt"
1845,100192600_jit_orig_pers.png,jit_orig_pers,train,"Vollguss/Handgriff geschlossen, verschraubt"
1846,100083300_fliph_rcont_rcrop.png,fliph_rcont_rcrop,train,Gussbeton/Handgriff seitlich
1847,100084400_jit_raff_rot.png,jit_raff_rot,train,Gussbeton/Handgriff mitte
1848,100028100_jit_orig_rot.png,jit_orig_rot,train,Andere/-
1849,100017300_orig_pers_rcrop.png,orig_pers_rcrop,train,Vollguss/Pickelloch geschlossen
1850,100191900_blur_fliph_rinv.png,blur_fliph_rinv,train,Gussbeton/Pickelloch belueftet
1851,100117900_jit_raff_rinv.png,jit_raff_rinv,train,Gussbeton/Handgriff seitlich
1852,100033200_jit_orig_rot.png,jit_orig_rot,train,Gussbeton/Pickelloch belueftet
1853,100123500_raff_rcrop_rshrp.png,raff_rcrop_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
1854,100212700_jit_rcont_rcrop.png,jit_rcont_rcrop,train,Rost/Strassenrost
1855,100173000_blur_fliph_rcont.png,blur_fliph_rcont,train,Andere/-
1856,100207400_flipv_orig_rot.png,flipv_orig_rot,train,Gussbeton/Pickelloch belueftet
1858,100114700_raff_rot_rshrp.png,raff_rot_rshrp,train,Gussbeton/Pickelloch geschlossen
1860,100198600_blur_jit_raff.png,blur_jit_raff,train,Vollguss/Handgriff geschlossen
1861,100084400_orig_rot_rshrp.png,orig_rot_rshrp,train,Gussbeton/Handgriff mitte
1862,100142000_blur_orig_raff.png,blur_orig_raff,train,Vollguss/Handgriff geschlossen
1863,100130100_blur_rcont_rinv.png,blur_rcont_rinv,train,Rost/Strassenrost
1864,100115100_flipv_rcrop_rot.png,flipv_rcrop_rot,train,Rost/Strassenrost gewoelbt
1865,100167700_blur_pers_rot.png,blur_pers_rot,train,Gussbeton/Pickelloch belueftet
1867,100176700_fliph_raff_rcont.png,fliph_raff_rcont,train,Gussbeton/Pickelloch belueftet
1868,100175800_blur_orig_rot.png,blur_orig_rot,train,Gussbeton/Handgriff mitte
1869,100038300_blur_jit_raff.png,blur_jit_raff,train,Andere/-
1870,100012300_fliph_jit_raff.png,fliph_jit_raff,train,Rost/Strassenrost gewoelbt
1873,100001300_blur_orig_rcont.png,blur_orig_rcont,train,Vollguss/Pickelloch belueftet
1874,100012300_jit_pers_rshrp.png,jit_pers_rshrp,train,Rost/Strassenrost gewoelbt
1875,100059700_orig_rcont_rinv.png,orig_rcont_rinv,train,Vollguss/Aufklappbar
1876,100076600_rcont_rinv_rshrp.png,rcont_rinv_rshrp,train,Gussbeton/Handgriff seitlich
1877,100050100_raff_rcont_rshrp.png,raff_rcont_rshrp,train,Andere/-
1878,100159400_jit_raff_rcont.png,jit_raff_rcont,train,Vollguss/Pickelloch geschlossen
1879,100214500_flipv_jit_rcont.png,flipv_jit_rcont,train,Vollguss/Pickelloch geschlossen
1880,100100500_fliph_flipv_pers.png,fliph_flipv_pers,train,Vollguss/Pickelloch belueftet
1881,100007600_fliph_pers_rshrp.png,fliph_pers_rshrp,train,Rost/Strassenrost
1882,100155600_blur_rcont_rinv.png,blur_rcont_rinv,train,Vollguss/Handgriff geschlossen
1883,100086800_blur_fliph_pers.png,blur_fliph_pers,train,Vollguss/Pickelloch belueftet
1884,100017000_jit_raff_rshrp.png,jit_raff_rshrp,train,Vollguss/Pickelloch geschlossen
1885,100147900_blur_fliph_rot.png,blur_fliph_rot,train,Gussbeton/Handgriff mitte
1886,100197400_blur_rinv_rshrp.png,blur_rinv_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
1887,100021800_rcrop_rot_rshrp.png,rcrop_rot_rshrp,train,Rost/Einlauf rund
1888,100076500_jit_raff_rshrp.png,jit_raff_rshrp,train,Vollguss/Pickelloch geschlossen
1889,100040000_jit_raff_rcrop.png,jit_raff_rcrop,train,"Vollguss/Handgriff geschlossen, verschraubt"
1890,100175800_flipv_jit_rinv.png,flipv_jit_rinv,train,Gussbeton/Handgriff mitte
1891,100007100_fliph_pers_rcont.png,fliph_pers_rcont,train,"Vollguss/Handgriff geschlossen, verschraubt"
1892,100155200_blur_raff_rot.png,blur_raff_rot,train,Vollguss/Pickelloch geschlossen
1894,100105700_flipv_raff_rcont.png,flipv_raff_rcont,train,Gussbeton/Pickelloch belueftet
1895,100016900_raff_rcrop_rot.png,raff_rcrop_rot,train,Vollguss/Pickelloch belueftet
1896,100177000_flipv_jit_rshrp.png,flipv_jit_rshrp,train,Vollguss/Pickelloch geschlossen
1897,100009000_blur_fliph_raff.png,blur_fliph_raff,train,Rost/Strassenrost gewoelbt
1898,100129200_jit_raff_rot.png,jit_raff_rot,train,Vollguss/Handgriff geschlossen
1899,100013500_fliph_rcrop_rinv.png,fliph_rcrop_rinv,train,Gussbeton/Handgriff seitlich
1900,100141100_blur_pers_rcont.png,blur_pers_rcont,train,Rost/Einlauf rund
1901,100120000_blur_rinv_rshrp.png,blur_rinv_rshrp,train,Rost/Strassenrost
1902,100007300_flipv_rcont_rinv.png,flipv_rcont_rinv,train,Rost/Einlauf rund
1903,100047000_jit_orig_rshrp.png,jit_orig_rshrp,train,Gussbeton/Pickelloch belueftet
1904,100114700_flipv_jit_orig.png,flipv_jit_orig,train,Gussbeton/Pickelloch geschlossen
1905,100206100_fliph_rot_rshrp.png,fliph_rot_rshrp,train,Vollguss/Aufklappbar
1906,100112700_flipv_jit_rcont.png,flipv_jit_rcont,train,Vollguss/Aufklappbar
1907,100095800_fliph_rcrop_rshrp.png,fliph_rcrop_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
1908,100056200_blur_fliph_rot.png,blur_fliph_rot,train,"Vollguss/Handgriff geschlossen, verschraubt"
1909,100129700_rcrop_rinv_rshrp.png,rcrop_rinv_rshrp,train,Vollguss/Aufklappbar
1910,100178200_blur_raff_rcrop.png,blur_raff_rcrop,train,Rost/Strassenrost
1911,100007600_blur_jit_raff.png,blur_jit_raff,train,Rost/Strassenrost
1912,100085000_jit_pers_raff.png,jit_pers_raff,train,Gussbeton/Handgriff seitlich
1913,100027100_jit_rinv_rshrp.png,jit_rinv_rshrp,train,Andere/-
1914,100071000_jit_rcrop_rinv.png,jit_rcrop_rinv,train,Rost/Strassenrost
1915,100013900_jit_orig_rshrp.png,jit_orig_rshrp,train,Gussbeton/Pickelloch geschlossen
1916,100060200_jit_orig_rshrp.png,jit_orig_rshrp,train,Rost/Einlauf rund
1917,100032300_fliph_rinv_rot.png,fliph_rinv_rot,train,Gussbeton/Handgriff mitte
1918,100135300_blur_rot_rshrp.png,blur_rot_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
1919,100050500_flipv_jit_raff.png,flipv_jit_raff,train,Vollguss/Pickelloch geschlossen
1920,100060700_raff_rcont_rinv.png,raff_rcont_rinv,train,Gussbeton/Pickelloch belueftet
1921,100068300_rcrop_rot_rshrp.png,rcrop_rot_rshrp,train,Vollguss/Pickelloch geschlossen
1922,100127000_blur_jit_orig.png,blur_jit_orig,train,Rost/Einlauf rund
1923,100194900_flipv_rcont_rcrop.png,flipv_rcont_rcrop,train,Gussbeton/Pickelloch geschlossen
1924,100104500_blur_rot_rshrp.png,blur_rot_rshrp,train,Gussbeton/Handgriff seitlich
1925,100124600_raff_rinv_rot.png,raff_rinv_rot,train,Andere/-
1926,100035300_raff_rcont_rcrop.png,raff_rcont_rcrop,train,Andere/-
1927,100077300_blur_rcrop_rinv.png,blur_rcrop_rinv,train,Vollguss/Handgriff geschlossen
1931,100079400_flipv_rcrop_rinv.png,flipv_rcrop_rinv,train,Vollguss/Handgriff geschlossen
1932,100110500_jit_orig_rshrp.png,jit_orig_rshrp,train,Vollguss/Handgriff geschlossen
1933,100211200_orig_rcont_rot.png,orig_rcont_rot,train,Rost/Strassenrost gewoelbt
1934,100100000_fliph_jit_rcrop.png,fliph_jit_rcrop,train,Rost/Strassenrost gewoelbt
1935,100135800_orig_rcont_rshrp.png,orig_rcont_rshrp,train,Gussbeton/Pickelloch belueftet
1936,100199400_fliph_raff_rcont.png,fliph_raff_rcont,train,Gussbeton/Pickelloch geschlossen
1937,100133500_blur_flipv_jit.png,blur_flipv_jit,train,Gussbeton/Handgriff mitte
1938,100085600_blur_rcrop_rot.png,blur_rcrop_rot,train,Gussbeton/Handgriff seitlich
1939,100076900_flipv_pers_rcrop.png,flipv_pers_rcrop,train,Rost/Einlauf rund
1940,100027000_raff_rinv_rshrp.png,raff_rinv_rshrp,train,Gussbeton/Handgriff mitte
1941,100145400_jit_raff_rinv.png,jit_raff_rinv,train,Rost/Strassenrost
1942,100202100_blur_pers_rinv.png,blur_pers_rinv,train,Rost/Einlauf rund
1943,100167800_jit_raff_rcont.png,jit_raff_rcont,train,"Vollguss/Handgriff geschlossen, verschraubt"
1944,100000800_pers_raff_rot.png,pers_raff_rot,train,Vollguss/Pickelloch geschlossen
1945,100099200_rcrop_rinv_rshrp.png,rcrop_rinv_rshrp,train,Rost/Strassenrost
1946,100046300_fliph_pers_raff.png,fliph_pers_raff,train,Gussbeton/Handgriff mitte
1947,100040200_flipv_raff_rcrop.png,flipv_raff_rcrop,train,Andere/-
1948,100077300_fliph_pers_rshrp.png,fliph_pers_rshrp,train,Vollguss/Handgriff geschlossen
1949,100036700_jit_orig_rcrop.png,jit_orig_rcrop,train,Vollguss/Handgriff geschlossen
1950,100003600_fliph_pers_rot.png,fliph_pers_rot,train,Vollguss/Pickelloch geschlossen
1951,100170300_pers_rinv_rot.png,pers_rinv_rot,train,Rost/Strassenrost gewoelbt
1952,100121200_fliph_flipv_pers.png,fliph_flipv_pers,train,Vollguss/Pickelloch belueftet
1953,100184900_blur_fliph_rcont.png,blur_fliph_rcont,train,Rost/Strassenrost
1954,100100000_flipv_jit_orig.png,flipv_jit_orig,train,Rost/Strassenrost gewoelbt
1955,100096800_pers_raff_rinv.png,pers_raff_rinv,train,Rost/Strassenrost
1956,100111800_jit_orig_rshrp.png,jit_orig_rshrp,train,Vollguss/Pickelloch belueftet
1957,100071300_fliph_orig_rshrp.png,fliph_orig_rshrp,train,Vollguss/Pickelloch geschlossen
1958,100210100_jit_pers_raff.png,jit_pers_raff,train,Vollguss/Pickelloch geschlossen
1960,100216400_fliph_flipv_rinv.png,fliph_flipv_rinv,train,"Vollguss/Handgriff geschlossen, verschraubt"
1961,100044500_fliph_pers_rshrp.png,fliph_pers_rshrp,train,Rost/Strassenrost gewoelbt
1962,100132900_fliph_raff_rshrp.png,fliph_raff_rshrp,train,Gussbeton/Handgriff mitte
1963,100102600_raff_rinv_rot.png,raff_rinv_rot,train,Vollguss/Handgriff geschlossen
1964,100215100_blur_rinv_rshrp.png,blur_rinv_rshrp,train,Vollguss/Aufklappbar
1965,100075900_blur_rcont_rshrp.png,blur_rcont_rshrp,train,Gussbeton/Pickelloch geschlossen
1966,100021700_jit_pers_rcont.png,jit_pers_rcont,train,Andere/-
1967,100170000_pers_rcont_rshrp.png,pers_rcont_rshrp,train,Gussbeton/Handgriff mitte
1968,100206300_blur_orig_rcont.png,blur_orig_rcont,train,Rost/Strassenrost
1969,100189200_blur_fliph_jit.png,blur_fliph_jit,train,Vollguss/Handgriff geschlossen
1970,100084400_blur_raff_rot.png,blur_raff_rot,train,Gussbeton/Handgriff mitte
1971,100104400_pers_raff_rcont.png,pers_raff_rcont,train,Vollguss/Handgriff geschlossen
1972,100027000_raff_rcont_rot.png,raff_rcont_rot,train,Gussbeton/Handgriff mitte
1973,100149900_jit_pers_rcrop.png,jit_pers_rcrop,train,Rost/Einlauf rund
1974,100058500_pers_raff_rshrp.png,pers_raff_rshrp,train,Gussbeton/Handgriff mitte
1975,100122100_pers_raff_rot.png,pers_raff_rot,train,Vollguss/Pickelloch belueftet
1976,100173100_blur_flipv_raff.png,blur_flipv_raff,train,Vollguss/Handgriff geschlossen
1977,100211200_orig_rcrop_rshrp.png,orig_rcrop_rshrp,train,Rost/Strassenrost gewoelbt
1978,100193100_fliph_jit_rot.png,fliph_jit_rot,train,Rost/Strassenrost
1980,100082600_flipv_orig_rcrop.png,flipv_orig_rcrop,train,Vollguss/Pickelloch geschlossen
1981,100116800_orig_rcrop_rinv.png,orig_rcrop_rinv,train,Vollguss/Pickelloch geschlossen
1983,100202900_blur_jit_rcont.png,blur_jit_rcont,train,Gussbeton/Handgriff seitlich
1984,100025600_fliph_orig_rot.png,fliph_orig_rot,train,Andere/-
1985,100206100_blur_orig_rot.png,blur_orig_rot,train,Vollguss/Aufklappbar
1986,100064700_fliph_jit_rcont.png,fliph_jit_rcont,train,Rost/Strassenrost gewoelbt
1987,100050100_pers_raff_rcrop.png,pers_raff_rcrop,train,Andere/-
1988,100152800_orig_rcont_rinv.png,orig_rcont_rinv,train,Vollguss/Pickelloch belueftet
1989,100027000_fliph_jit_rinv.png,fliph_jit_rinv,train,Gussbeton/Handgriff mitte
1990,100166600_pers_rcrop_rshrp.png,pers_rcrop_rshrp,train,Vollguss/Handgriff geschlossen
1991,100172600_flipv_rinv_rshrp.png,flipv_rinv_rshrp,train,Andere/-
1992,100104500_flipv_rcrop_rshrp.png,flipv_rcrop_rshrp,train,Gussbeton/Handgriff seitlich
1993,100146200_jit_raff_rcrop.png,jit_raff_rcrop,train,Vollguss/Handgriff geschlossen
1994,100152600_pers_raff_rshrp.png,pers_raff_rshrp,train,Rost/Strassenrost
1995,100177400_flipv_orig_rot.png,flipv_orig_rot,train,Gussbeton/Pickelloch geschlossen
1996,100059700_blur_raff_rcrop.png,blur_raff_rcrop,train,Vollguss/Aufklappbar
1997,100097600_pers_rcrop_rshrp.png,pers_rcrop_rshrp,train,Gussbeton/Handgriff mitte
1999,100140700_orig_rcrop_rinv.png,orig_rcrop_rinv,train,Vollguss/Handgriff geschlossen
2000,100081700_flipv_rot_rshrp.png,flipv_rot_rshrp,train,Gussbeton/Pickelloch belueftet
2001,100206100_flipv_jit_rot.png,flipv_jit_rot,train,Vollguss/Aufklappbar
2002,100059300_pers_raff_rshrp.png,pers_raff_rshrp,train,Rost/Strassenrost
2003,100058400_flipv_jit_rcrop.png,flipv_jit_rcrop,train,Gussbeton/Handgriff seitlich
2004,100015500_orig_raff_rcrop.png,orig_raff_rcrop,train,Andere/-
2005,100029300_fliph_flipv_orig.png,fliph_flipv_orig,train,Gussbeton/Handgriff seitlich
2006,100012400_blur_jit_raff.png,blur_jit_raff,train,Rost/Einlauf rund
2007,100154500_rcont_rinv_rot.png,rcont_rinv_rot,train,Vollguss/Pickelloch belueftet
2008,100117400_fliph_orig_rinv.png,fliph_orig_rinv,train,Vollguss/Handgriff geschlossen
2009,100024000_fliph_rcont_rot.png,fliph_rcont_rot,train,Rost/Einlauf rund
2011,100008900_fliph_raff_rshrp.png,fliph_raff_rshrp,train,Vollguss/Handgriff geschlossen
2012,100011500_blur_rcont_rot.png,blur_rcont_rot,train,Rost/Einlauf rund
2013,100016400_flipv_rot_rshrp.png,flipv_rot_rshrp,train,Gussbeton/Pickelloch geschlossen
2014,100168700_orig_rinv_rshrp.png,orig_rinv_rshrp,train,Vollguss/Pickelloch geschlossen
2015,100000000_fliph_pers_rshrp.png,fliph_pers_rshrp,train,Rost/Einlauf rund
2016,100110900_fliph_rot_rshrp.png,fliph_rot_rshrp,train,Rost/Einlauf rund
2017,100100000_flipv_jit_raff.png,flipv_jit_raff,train,Rost/Strassenrost gewoelbt
2018,100154600_jit_raff_rcont.png,jit_raff_rcont,train,Gussbeton/Handgriff mitte
2019,100008400_fliph_pers_rot.png,fliph_pers_rot,train,Vollguss/Pickelloch belueftet
2020,100120100_flipv_rcrop_rot.png,flipv_rcrop_rot,train,Vollguss/Pickelloch geschlossen
2021,100018300_jit_raff_rinv.png,jit_raff_rinv,train,Vollguss/Handgriff geschlossen
2022,100042600_pers_raff_rinv.png,pers_raff_rinv,train,Rost/Einlauf rund
2023,100007300_fliph_jit_rot.png,fliph_jit_rot,train,Rost/Einlauf rund
2024,100144700_flipv_raff_rcont.png,flipv_raff_rcont,train,Rost/Einlauf rund
2025,100030200_fliph_rcont_rshrp.png,fliph_rcont_rshrp,train,Rost/Strassenrost
2026,100030300_jit_pers_rcrop.png,jit_pers_rcrop,train,Vollguss/Pickelloch geschlossen
2027,100145000_pers_rcont_rshrp.png,pers_rcont_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
2028,100149700_blur_raff_rcont.png,blur_raff_rcont,train,Rost/Einlauf rund
2029,100011500_flipv_rcont_rshrp.png,flipv_rcont_rshrp,train,Rost/Einlauf rund
2031,100207900_blur_flipv_pers.png,blur_flipv_pers,train,Gussbeton/Handgriff mitte
2032,100160800_rcont_rcrop_rinv.png,rcont_rcrop_rinv,train,Vollguss/Aufklappbar
2033,100069100_fliph_flipv_rshrp.png,fliph_flipv_rshrp,train,Andere/-
2034,100112700_jit_orig_rshrp.png,jit_orig_rshrp,train,Vollguss/Aufklappbar
2035,100083900_orig_pers_rot.png,orig_pers_rot,train,Vollguss/Pickelloch belueftet
2036,100119800_jit_pers_raff.png,jit_pers_raff,train,"Vollguss/Handgriff geschlossen, verschraubt"
2037,100069500_fliph_rcont_rcrop.png,fliph_rcont_rcrop,train,Gussbeton/Handgriff mitte
2038,100159800_fliph_jit_rcont.png,fliph_jit_rcont,train,Vollguss/Pickelloch geschlossen
2039,100144000_raff_rcont_rshrp.png,raff_rcont_rshrp,train,Vollguss/Aufklappbar
2040,100045500_blur_rcrop_rot.png,blur_rcrop_rot,train,Rost/Strassenrost gewoelbt
2041,100170000_rcrop_rot_rshrp.png,rcrop_rot_rshrp,train,Gussbeton/Handgriff mitte
2042,100163500_blur_pers_rcont.png,blur_pers_rcont,train,Gussbeton/Pickelloch geschlossen
2043,100135700_fliph_jit_rot.png,fliph_jit_rot,train,"Vollguss/Handgriff geschlossen, verschraubt"
2045,100163700_blur_flipv_rinv.png,blur_flipv_rinv,train,Rost/Strassenrost
2046,100167700_fliph_rcrop_rinv.png,fliph_rcrop_rinv,train,Gussbeton/Pickelloch belueftet
2047,100195800_flipv_pers_rinv.png,flipv_pers_rinv,train,Rost/Strassenrost
2048,100112700_blur_flipv_raff.png,blur_flipv_raff,train,Vollguss/Aufklappbar
2049,100117700_jit_raff_rcrop.png,jit_raff_rcrop,train,"Vollguss/Handgriff geschlossen, verschraubt"
2050,100029500_flipv_jit_pers.png,flipv_jit_pers,train,Vollguss/Handgriff geschlossen
2051,100174300_jit_raff_rshrp.png,jit_raff_rshrp,train,"Vollguss/Handgriff geschlossen, verschraubt"
