image,transforms,label,set,filename
100215800.png,rot_jit_flipv,Vollguss/Aufklappbar,train,100215800_rot_jit_flipv.png
100215800.png,fliph_gray_blur,Vollguss/Aufklappbar,train,100215800_fliph_gray_blur.png
100215800.png,pers_jit_orig,Vollguss/Aufklappbar,train,100215800_pers_jit_orig.png
100215800.png,orig_fliph_flipv,Vollguss/Aufklappbar,train,100215800_orig_fliph_flipv.png
100215800.png,rot_pers_flipv,Vollguss/Aufklappbar,train,100215800_rot_pers_flipv.png
100215800.png,pers_flipv_gray,Vollguss/Aufklappbar,train,100215800_pers_flipv_gray.png
100215800.png,flipv_jit_pers,Vollguss/Aufklappbar,train,100215800_flipv_jit_pers.png
100215800.png,pers_orig_blur,Vollguss/Aufklappbar,train,100215800_pers_orig_blur.png
100215800.png,blur_flipv_gray,Vollguss/Aufklappbar,train,100215800_blur_flipv_gray.png
100215800.png,pers_orig_fliph,Vollguss/Aufklappbar,train,100215800_pers_orig_fliph.png
100215800.png,blur_pers_rot,Vollguss/Aufklappbar,train,100215800_blur_pers_rot.png
100215800.png,fliph_rot_pers,Vollguss/Aufklappbar,train,100215800_fliph_rot_pers.png
100215800.png,rot_gray_fliph,Vollguss/Aufklappbar,train,100215800_rot_gray_fliph.png
100215800.png,rot_jit_gray,Vollguss/Aufklappbar,train,100215800_rot_jit_gray.png
100215800.png,orig_flipv_gray,Vollguss/Aufklappbar,train,100215800_orig_flipv_gray.png
100215800.png,orig_pers_jit,Vollguss/Aufklappbar,train,100215800_orig_pers_jit.png
100215800.png,gray_pers_rot,Vollguss/Aufklappbar,train,100215800_gray_pers_rot.png
100215800.png,orig_blur_rot,Vollguss/Aufklappbar,train,100215800_orig_blur_rot.png
100215800.png,flipv_gray_orig,Vollguss/Aufklappbar,train,100215800_flipv_gray_orig.png
100215800.png,gray_orig_flipv,Vollguss/Aufklappbar,train,100215800_gray_orig_flipv.png
100215800.png,fliph_pers_rot,Vollguss/Aufklappbar,train,100215800_fliph_pers_rot.png
100215800.png,blur_jit_gray,Vollguss/Aufklappbar,train,100215800_blur_jit_gray.png
100215800.png,blur_jit_fliph,Vollguss/Aufklappbar,train,100215800_blur_jit_fliph.png
100215800.png,pers_rot_blur,Vollguss/Aufklappbar,train,100215800_pers_rot_blur.png
100215800.png,blur_flipv_fliph,Vollguss/Aufklappbar,train,100215800_blur_flipv_fliph.png
100215800.png,flipv_pers_orig,Vollguss/Aufklappbar,train,100215800_flipv_pers_orig.png
100215800.png,pers_gray_orig,Vollguss/Aufklappbar,train,100215800_pers_gray_orig.png
100215800.png,jit_fliph_orig,Vollguss/Aufklappbar,train,100215800_jit_fliph_orig.png
100215800.png,jit_rot_gray,Vollguss/Aufklappbar,train,100215800_jit_rot_gray.png
100215800.png,rot_gray_jit,Vollguss/Aufklappbar,train,100215800_rot_gray_jit.png
100215800.png,orig_gray_blur,Vollguss/Aufklappbar,train,100215800_orig_gray_blur.png
100215800.png,blur_fliph_gray,Vollguss/Aufklappbar,train,100215800_blur_fliph_gray.png
100215800.png,rot_pers_fliph,Vollguss/Aufklappbar,train,100215800_rot_pers_fliph.png
100215800.png,blur_pers_gray,Vollguss/Aufklappbar,train,100215800_blur_pers_gray.png
100215800.png,flipv_jit_blur,Vollguss/Aufklappbar,train,100215800_flipv_jit_blur.png
100215800.png,flipv_gray_blur,Vollguss/Aufklappbar,train,100215800_flipv_gray_blur.png
100215800.png,blur_flipv_jit,Vollguss/Aufklappbar,train,100215800_blur_flipv_jit.png
100215800.png,jit_flipv_orig,Vollguss/Aufklappbar,train,100215800_jit_flipv_orig.png
100215800.png,jit_gray_flipv,Vollguss/Aufklappbar,train,100215800_jit_gray_flipv.png
100215800.png,fliph_rot_orig,Vollguss/Aufklappbar,train,100215800_fliph_rot_orig.png
100215800.png,rot_flipv_gray,Vollguss/Aufklappbar,train,100215800_rot_flipv_gray.png
100215800.png,flipv_fliph_pers,Vollguss/Aufklappbar,train,100215800_flipv_fliph_pers.png
100215800.png,gray_orig_pers,Vollguss/Aufklappbar,train,100215800_gray_orig_pers.png
100215800.png,fliph_gray_rot,Vollguss/Aufklappbar,train,100215800_fliph_gray_rot.png
100215800.png,orig_gray_pers,Vollguss/Aufklappbar,train,100215800_orig_gray_pers.png
100215800.png,rot_orig_jit,Vollguss/Aufklappbar,train,100215800_rot_orig_jit.png
100215800.png,blur_gray_flipv,Vollguss/Aufklappbar,train,100215800_blur_gray_flipv.png
100215800.png,fliph_orig_jit,Vollguss/Aufklappbar,train,100215800_fliph_orig_jit.png
100215800.png,fliph_blur_pers,Vollguss/Aufklappbar,train,100215800_fliph_blur_pers.png
100215800.png,orig_blur_jit,Vollguss/Aufklappbar,train,100215800_orig_blur_jit.png
100208400.png,pers_gray_fliph,Rost/Strassenrost,train,100208400_pers_gray_fliph.png
100208400.png,jit_fliph_flipv,Rost/Strassenrost,train,100208400_jit_fliph_flipv.png
100208400.png,jit_blur_fliph,Rost/Strassenrost,train,100208400_jit_blur_fliph.png
100047200.png,jit_orig_rot,Gussbeton/Pickelloch geschlossen,train,100047200_jit_orig_rot.png
100047200.png,fliph_rot_flipv,Gussbeton/Pickelloch geschlossen,train,100047200_fliph_rot_flipv.png
100047200.png,orig_gray_blur,Gussbeton/Pickelloch geschlossen,train,100047200_orig_gray_blur.png
100195100.png,gray_orig_rot,Rost/Strassenrost,train,100195100_gray_orig_rot.png
100195100.png,flipv_pers_rot,Rost/Strassenrost,train,100195100_flipv_pers_rot.png
100195100.png,rot_jit_gray,Rost/Strassenrost,train,100195100_rot_jit_gray.png
100178300.png,orig_blur_flipv,Vollguss/Pickelloch geschlossen,train,100178300_orig_blur_flipv.png
100178300.png,flipv_fliph_orig,Vollguss/Pickelloch geschlossen,train,100178300_flipv_fliph_orig.png
100178300.png,blur_orig_flipv,Vollguss/Pickelloch geschlossen,train,100178300_blur_orig_flipv.png
100178300.png,flipv_jit_gray,Vollguss/Pickelloch geschlossen,train,100178300_flipv_jit_gray.png
100178300.png,jit_blur_gray,Vollguss/Pickelloch geschlossen,train,100178300_jit_blur_gray.png
100178300.png,flipv_rot_orig,Vollguss/Pickelloch geschlossen,train,100178300_flipv_rot_orig.png
100178300.png,gray_orig_fliph,Vollguss/Pickelloch geschlossen,train,100178300_gray_orig_fliph.png
100107000.png,pers_gray_flipv,Vollguss/Pickelloch geschlossen,train,100107000_pers_gray_flipv.png
100107000.png,fliph_orig_blur,Vollguss/Pickelloch geschlossen,train,100107000_fliph_orig_blur.png
100107000.png,flipv_rot_orig,Vollguss/Pickelloch geschlossen,train,100107000_flipv_rot_orig.png
100107000.png,rot_fliph_orig,Vollguss/Pickelloch geschlossen,train,100107000_rot_fliph_orig.png
100107000.png,fliph_orig_flipv,Vollguss/Pickelloch geschlossen,train,100107000_fliph_orig_flipv.png
100127700.png,jit_gray_pers,Vollguss/Handgriff geschlossen,train,100127700_jit_gray_pers.png
100127700.png,pers_rot_blur,Vollguss/Handgriff geschlossen,train,100127700_pers_rot_blur.png
100127700.png,rot_orig_flipv,Vollguss/Handgriff geschlossen,train,100127700_rot_orig_flipv.png
100127700.png,flipv_blur_fliph,Vollguss/Handgriff geschlossen,train,100127700_flipv_blur_fliph.png
100127700.png,pers_jit_blur,Vollguss/Handgriff geschlossen,train,100127700_pers_jit_blur.png
100127700.png,fliph_orig_jit,Vollguss/Handgriff geschlossen,train,100127700_fliph_orig_jit.png
100146100.png,pers_fliph_gray,Vollguss/Pickelloch geschlossen,train,100146100_pers_fliph_gray.png
100146100.png,blur_pers_fliph,Vollguss/Pickelloch geschlossen,train,100146100_blur_pers_fliph.png
100146100.png,jit_fliph_flipv,Vollguss/Pickelloch geschlossen,train,100146100_jit_fliph_flipv.png
100103100.png,flipv_jit_gray,Rost/Strassenrost,train,100103100_flipv_jit_gray.png
100046000.png,0,Rost/Strassenrost,train,100046000_0.png
100074500.png,jit_gray_blur,Gussbeton/Handgriff mitte,train,100074500_jit_gray_blur.png
100074500.png,blur_flipv_gray,Gussbeton/Handgriff mitte,train,100074500_blur_flipv_gray.png
100074500.png,orig_gray_fliph,Gussbeton/Handgriff mitte,train,100074500_orig_gray_fliph.png
100074500.png,rot_gray_fliph,Gussbeton/Handgriff mitte,train,100074500_rot_gray_fliph.png
100074500.png,rot_pers_gray,Gussbeton/Handgriff mitte,train,100074500_rot_pers_gray.png
100074500.png,gray_rot_blur,Gussbeton/Handgriff mitte,train,100074500_gray_rot_blur.png
100074500.png,gray_fliph_pers,Gussbeton/Handgriff mitte,train,100074500_gray_fliph_pers.png
100074500.png,blur_pers_flipv,Gussbeton/Handgriff mitte,train,100074500_blur_pers_flipv.png
100074500.png,pers_fliph_jit,Gussbeton/Handgriff mitte,train,100074500_pers_fliph_jit.png
100074500.png,gray_fliph_flipv,Gussbeton/Handgriff mitte,train,100074500_gray_fliph_flipv.png
100074500.png,jit_rot_gray,Gussbeton/Handgriff mitte,train,100074500_jit_rot_gray.png
100074500.png,pers_blur_gray,Gussbeton/Handgriff mitte,train,100074500_pers_blur_gray.png
100074500.png,orig_flipv_rot,Gussbeton/Handgriff mitte,train,100074500_orig_flipv_rot.png
100074500.png,rot_blur_orig,Gussbeton/Handgriff mitte,train,100074500_rot_blur_orig.png
100074500.png,rot_gray_pers,Gussbeton/Handgriff mitte,train,100074500_rot_gray_pers.png
100074500.png,pers_rot_orig,Gussbeton/Handgriff mitte,train,100074500_pers_rot_orig.png
100074500.png,flipv_orig_jit,Gussbeton/Handgriff mitte,train,100074500_flipv_orig_jit.png
100074500.png,orig_blur_pers,Gussbeton/Handgriff mitte,train,100074500_orig_blur_pers.png
100074500.png,jit_flipv_fliph,Gussbeton/Handgriff mitte,train,100074500_jit_flipv_fliph.png
100074500.png,jit_fliph_flipv,Gussbeton/Handgriff mitte,train,100074500_jit_fliph_flipv.png
100074500.png,pers_rot_gray,Gussbeton/Handgriff mitte,train,100074500_pers_rot_gray.png
100074500.png,jit_pers_fliph,Gussbeton/Handgriff mitte,train,100074500_jit_pers_fliph.png
100074500.png,blur_rot_fliph,Gussbeton/Handgriff mitte,train,100074500_blur_rot_fliph.png
100074500.png,fliph_rot_pers,Gussbeton/Handgriff mitte,train,100074500_fliph_rot_pers.png
100074500.png,jit_pers_blur,Gussbeton/Handgriff mitte,train,100074500_jit_pers_blur.png
100074500.png,jit_rot_pers,Gussbeton/Handgriff mitte,train,100074500_jit_rot_pers.png
100074500.png,fliph_pers_orig,Gussbeton/Handgriff mitte,train,100074500_fliph_pers_orig.png
100074500.png,rot_jit_pers,Gussbeton/Handgriff mitte,train,100074500_rot_jit_pers.png
100074500.png,rot_pers_jit,Gussbeton/Handgriff mitte,train,100074500_rot_pers_jit.png
100074500.png,pers_orig_fliph,Gussbeton/Handgriff mitte,train,100074500_pers_orig_fliph.png
100015400.png,jit_orig_blur,Vollguss/Handgriff geschlossen,train,100015400_jit_orig_blur.png
100015400.png,fliph_blur_flipv,Vollguss/Handgriff geschlossen,train,100015400_fliph_blur_flipv.png
100138300.png,blur_gray_jit,Andere/-,train,100138300_blur_gray_jit.png
100138300.png,flipv_jit_rot,Andere/-,train,100138300_flipv_jit_rot.png
100138300.png,gray_rot_orig,Andere/-,train,100138300_gray_rot_orig.png
100138300.png,fliph_flipv_blur,Andere/-,train,100138300_fliph_flipv_blur.png
100138300.png,orig_gray_flipv,Andere/-,train,100138300_orig_gray_flipv.png
100138300.png,jit_orig_flipv,Andere/-,train,100138300_jit_orig_flipv.png
100138300.png,jit_rot_fliph,Andere/-,train,100138300_jit_rot_fliph.png
100181700.png,jit_gray_pers,Vollguss/Pickelloch belueftet,train,100181700_jit_gray_pers.png
100181700.png,rot_jit_flipv,Vollguss/Pickelloch belueftet,train,100181700_rot_jit_flipv.png
100181700.png,fliph_rot_jit,Vollguss/Pickelloch belueftet,train,100181700_fliph_rot_jit.png
100181700.png,orig_jit_rot,Vollguss/Pickelloch belueftet,train,100181700_orig_jit_rot.png
100181700.png,orig_jit_gray,Vollguss/Pickelloch belueftet,train,100181700_orig_jit_gray.png
100181700.png,pers_rot_gray,Vollguss/Pickelloch belueftet,train,100181700_pers_rot_gray.png
100181700.png,flipv_orig_blur,Vollguss/Pickelloch belueftet,train,100181700_flipv_orig_blur.png
100181700.png,jit_gray_orig,Vollguss/Pickelloch belueftet,train,100181700_jit_gray_orig.png
100181700.png,jit_pers_orig,Vollguss/Pickelloch belueftet,train,100181700_jit_pers_orig.png
100181700.png,flipv_orig_rot,Vollguss/Pickelloch belueftet,train,100181700_flipv_orig_rot.png
100181700.png,flipv_pers_gray,Vollguss/Pickelloch belueftet,train,100181700_flipv_pers_gray.png
100207400.png,blur_gray_orig,Gussbeton/Pickelloch belueftet,train,100207400_blur_gray_orig.png
100207400.png,pers_flipv_jit,Gussbeton/Pickelloch belueftet,train,100207400_pers_flipv_jit.png
100207400.png,gray_flipv_orig,Gussbeton/Pickelloch belueftet,train,100207400_gray_flipv_orig.png
100207400.png,jit_rot_fliph,Gussbeton/Pickelloch belueftet,train,100207400_jit_rot_fliph.png
100207400.png,orig_rot_pers,Gussbeton/Pickelloch belueftet,train,100207400_orig_rot_pers.png
100207400.png,gray_blur_pers,Gussbeton/Pickelloch belueftet,train,100207400_gray_blur_pers.png
100139900.png,flipv_pers_jit,Rost/Strassenrost,train,100139900_flipv_pers_jit.png
100139900.png,fliph_blur_rot,Rost/Strassenrost,train,100139900_fliph_blur_rot.png
100139900.png,pers_blur_rot,Rost/Strassenrost,train,100139900_pers_blur_rot.png
100139900.png,pers_flipv_jit,Rost/Strassenrost,train,100139900_pers_flipv_jit.png
100139900.png,rot_blur_flipv,Rost/Strassenrost,train,100139900_rot_blur_flipv.png
100136600.png,flipv_jit_gray,Vollguss/Handgriff geschlossen,train,100136600_flipv_jit_gray.png
100136600.png,rot_gray_jit,Vollguss/Handgriff geschlossen,train,100136600_rot_gray_jit.png
100136600.png,flipv_rot_jit,Vollguss/Handgriff geschlossen,train,100136600_flipv_rot_jit.png
100136600.png,jit_fliph_orig,Vollguss/Handgriff geschlossen,train,100136600_jit_fliph_orig.png
100136600.png,jit_flipv_fliph,Vollguss/Handgriff geschlossen,train,100136600_jit_flipv_fliph.png
100136600.png,jit_orig_rot,Vollguss/Handgriff geschlossen,train,100136600_jit_orig_rot.png
100119000.png,pers_rot_blur,Vollguss/Pickelloch geschlossen,train,100119000_pers_rot_blur.png
100119000.png,pers_gray_fliph,Vollguss/Pickelloch geschlossen,train,100119000_pers_gray_fliph.png
100034300.png,flipv_jit_orig,Rost/Strassenrost,train,100034300_flipv_jit_orig.png
100034300.png,pers_blur_flipv,Rost/Strassenrost,train,100034300_pers_blur_flipv.png
100181800.png,fliph_flipv_orig,Rost/Strassenrost,train,100181800_fliph_flipv_orig.png
100181800.png,flipv_orig_pers,Rost/Strassenrost,train,100181800_flipv_orig_pers.png
100127300.png,rot_orig_fliph,Rost/Strassenrost,train,100127300_rot_orig_fliph.png
100127300.png,fliph_flipv_jit,Rost/Strassenrost,train,100127300_fliph_flipv_jit.png
100167100.png,flipv_orig_fliph,Vollguss/Handgriff geschlossen,train,100167100_flipv_orig_fliph.png
100167100.png,rot_blur_gray,Vollguss/Handgriff geschlossen,train,100167100_rot_blur_gray.png
100167100.png,flipv_gray_pers,Vollguss/Handgriff geschlossen,train,100167100_flipv_gray_pers.png
100028400.png,orig_flipv_pers,Vollguss/Handgriff geschlossen,train,100028400_orig_flipv_pers.png
100028400.png,fliph_gray_blur,Vollguss/Handgriff geschlossen,train,100028400_fliph_gray_blur.png
100107400.png,flipv_jit_pers,Rost/Einlauf rund,train,100107400_flipv_jit_pers.png
100107400.png,gray_flipv_rot,Rost/Einlauf rund,train,100107400_gray_flipv_rot.png
100107400.png,rot_gray_orig,Rost/Einlauf rund,train,100107400_rot_gray_orig.png
100107400.png,fliph_pers_rot,Rost/Einlauf rund,train,100107400_fliph_pers_rot.png
100107400.png,blur_fliph_jit,Rost/Einlauf rund,train,100107400_blur_fliph_jit.png
100075100.png,pers_fliph_orig,Gussbeton/Pickelloch geschlossen,train,100075100_pers_fliph_orig.png
100075100.png,blur_rot_orig,Gussbeton/Pickelloch geschlossen,train,100075100_blur_rot_orig.png
100075100.png,jit_blur_orig,Gussbeton/Pickelloch geschlossen,train,100075100_jit_blur_orig.png
100075100.png,gray_rot_orig,Gussbeton/Pickelloch geschlossen,train,100075100_gray_rot_orig.png
100075100.png,blur_jit_orig,Gussbeton/Pickelloch geschlossen,train,100075100_blur_jit_orig.png
100051400.png,pers_fliph_orig,Rost/Strassenrost,train,100051400_pers_fliph_orig.png
100051400.png,orig_fliph_pers,Rost/Strassenrost,train,100051400_orig_fliph_pers.png
100112600.png,flipv_gray_jit,Rost/Strassenrost,train,100112600_flipv_gray_jit.png
100112600.png,jit_rot_blur,Rost/Strassenrost,train,100112600_jit_rot_blur.png
100139500.png,blur_fliph_gray,Vollguss/Handgriff geschlossen,train,100139500_blur_fliph_gray.png
100139500.png,rot_fliph_gray,Vollguss/Handgriff geschlossen,train,100139500_rot_fliph_gray.png
100139500.png,pers_blur_rot,Vollguss/Handgriff geschlossen,train,100139500_pers_blur_rot.png
100174500.png,pers_fliph_blur,Vollguss/Pickelloch geschlossen,train,100174500_pers_fliph_blur.png
100189700.png,orig_rot_jit,Andere/-,train,100189700_orig_rot_jit.png
100189700.png,flipv_rot_gray,Andere/-,train,100189700_flipv_rot_gray.png
100189700.png,pers_flipv_jit,Andere/-,train,100189700_pers_flipv_jit.png
100189700.png,jit_flipv_orig,Andere/-,train,100189700_jit_flipv_orig.png
100189700.png,fliph_blur_jit,Andere/-,train,100189700_fliph_blur_jit.png
100189700.png,jit_fliph_orig,Andere/-,train,100189700_jit_fliph_orig.png
100189700.png,orig_rot_flipv,Andere/-,train,100189700_orig_rot_flipv.png
100189700.png,jit_pers_flipv,Andere/-,train,100189700_jit_pers_flipv.png
100201900.png,blur_orig_gray,Vollguss/Pickelloch geschlossen,train,100201900_blur_orig_gray.png
100201900.png,rot_jit_flipv,Vollguss/Pickelloch geschlossen,train,100201900_rot_jit_flipv.png
100142300.png,flipv_fliph_blur,Vollguss/Handgriff geschlossen,train,100142300_flipv_fliph_blur.png
100142300.png,fliph_blur_rot,Vollguss/Handgriff geschlossen,train,100142300_fliph_blur_rot.png
100142300.png,blur_pers_flipv,Vollguss/Handgriff geschlossen,train,100142300_blur_pers_flipv.png
100142300.png,rot_orig_flipv,Vollguss/Handgriff geschlossen,train,100142300_rot_orig_flipv.png
100105400.png,gray_orig_pers,Andere/-,train,100105400_gray_orig_pers.png
100105400.png,orig_pers_blur,Andere/-,train,100105400_orig_pers_blur.png
100105400.png,gray_pers_flipv,Andere/-,train,100105400_gray_pers_flipv.png
100105400.png,jit_pers_orig,Andere/-,train,100105400_jit_pers_orig.png
100105400.png,fliph_orig_pers,Andere/-,train,100105400_fliph_orig_pers.png
100105400.png,fliph_blur_pers,Andere/-,train,100105400_fliph_blur_pers.png
100105400.png,gray_orig_jit,Andere/-,train,100105400_gray_orig_jit.png
100105400.png,flipv_rot_blur,Andere/-,train,100105400_flipv_rot_blur.png
100105400.png,gray_rot_pers,Andere/-,train,100105400_gray_rot_pers.png
100105400.png,orig_jit_blur,Andere/-,train,100105400_orig_jit_blur.png
100127600.png,orig_flipv_rot,Vollguss/Handgriff geschlossen,train,100127600_orig_flipv_rot.png
100006700.png,pers_fliph_rot,Vollguss/Handgriff geschlossen,train,100006700_pers_fliph_rot.png
100171300.png,orig_gray_jit,"Vollguss/Handgriff geschlossen, verschraubt",train,100171300_orig_gray_jit.png
100171300.png,fliph_rot_gray,"Vollguss/Handgriff geschlossen, verschraubt",train,100171300_fliph_rot_gray.png
100171300.png,rot_blur_orig,"Vollguss/Handgriff geschlossen, verschraubt",train,100171300_rot_blur_orig.png
100171300.png,jit_flipv_pers,"Vollguss/Handgriff geschlossen, verschraubt",train,100171300_jit_flipv_pers.png
100171300.png,gray_fliph_orig,"Vollguss/Handgriff geschlossen, verschraubt",train,100171300_gray_fliph_orig.png
100171300.png,pers_orig_rot,"Vollguss/Handgriff geschlossen, verschraubt",train,100171300_pers_orig_rot.png
100171300.png,gray_pers_flipv,"Vollguss/Handgriff geschlossen, verschraubt",train,100171300_gray_pers_flipv.png
100171300.png,flipv_fliph_orig,"Vollguss/Handgriff geschlossen, verschraubt",train,100171300_flipv_fliph_orig.png
100171300.png,pers_rot_jit,"Vollguss/Handgriff geschlossen, verschraubt",train,100171300_pers_rot_jit.png
100017300.png,flipv_fliph_rot,Vollguss/Pickelloch geschlossen,train,100017300_flipv_fliph_rot.png
100017300.png,gray_fliph_flipv,Vollguss/Pickelloch geschlossen,train,100017300_gray_fliph_flipv.png
100088900.png,flipv_rot_orig,Vollguss/Handgriff geschlossen,train,100088900_flipv_rot_orig.png
100088900.png,gray_jit_rot,Vollguss/Handgriff geschlossen,train,100088900_gray_jit_rot.png
100006300.png,0,Rost/Strassenrost,train,100006300_0.png
100199000.png,jit_orig_flipv,Vollguss/Handgriff geschlossen,train,100199000_jit_orig_flipv.png
100199000.png,blur_jit_flipv,Vollguss/Handgriff geschlossen,train,100199000_blur_jit_flipv.png
100199000.png,gray_flipv_pers,Vollguss/Handgriff geschlossen,train,100199000_gray_flipv_pers.png
100060700.png,rot_fliph_pers,Gussbeton/Pickelloch belueftet,train,100060700_rot_fliph_pers.png
100060700.png,jit_gray_flipv,Gussbeton/Pickelloch belueftet,train,100060700_jit_gray_flipv.png
100060700.png,jit_gray_pers,Gussbeton/Pickelloch belueftet,train,100060700_jit_gray_pers.png
100060700.png,gray_orig_flipv,Gussbeton/Pickelloch belueftet,train,100060700_gray_orig_flipv.png
100060700.png,fliph_rot_flipv,Gussbeton/Pickelloch belueftet,train,100060700_fliph_rot_flipv.png
100060700.png,jit_fliph_orig,Gussbeton/Pickelloch belueftet,train,100060700_jit_fliph_orig.png
100060700.png,fliph_pers_orig,Gussbeton/Pickelloch belueftet,train,100060700_fliph_pers_orig.png
100060700.png,orig_pers_blur,Gussbeton/Pickelloch belueftet,train,100060700_orig_pers_blur.png
100060700.png,jit_orig_gray,Gussbeton/Pickelloch belueftet,train,100060700_jit_orig_gray.png
100060700.png,fliph_pers_rot,Gussbeton/Pickelloch belueftet,train,100060700_fliph_pers_rot.png
100059500.png,jit_gray_orig,"Vollguss/Handgriff geschlossen, verschraubt",train,100059500_jit_gray_orig.png
100059500.png,orig_blur_fliph,"Vollguss/Handgriff geschlossen, verschraubt",train,100059500_orig_blur_fliph.png
100059500.png,blur_flipv_rot,"Vollguss/Handgriff geschlossen, verschraubt",train,100059500_blur_flipv_rot.png
100059500.png,blur_jit_rot,"Vollguss/Handgriff geschlossen, verschraubt",train,100059500_blur_jit_rot.png
100059500.png,rot_jit_gray,"Vollguss/Handgriff geschlossen, verschraubt",train,100059500_rot_jit_gray.png
100059500.png,blur_orig_fliph,"Vollguss/Handgriff geschlossen, verschraubt",train,100059500_blur_orig_fliph.png
100059500.png,fliph_pers_gray,"Vollguss/Handgriff geschlossen, verschraubt",train,100059500_fliph_pers_gray.png
100059500.png,jit_pers_rot,"Vollguss/Handgriff geschlossen, verschraubt",train,100059500_jit_pers_rot.png
100059500.png,gray_pers_orig,"Vollguss/Handgriff geschlossen, verschraubt",train,100059500_gray_pers_orig.png
100059500.png,orig_gray_fliph,"Vollguss/Handgriff geschlossen, verschraubt",train,100059500_orig_gray_fliph.png
100059500.png,pers_gray_blur,"Vollguss/Handgriff geschlossen, verschraubt",train,100059500_pers_gray_blur.png
100059500.png,pers_jit_fliph,"Vollguss/Handgriff geschlossen, verschraubt",train,100059500_pers_jit_fliph.png
100166900.png,jit_flipv_pers,Vollguss/Pickelloch geschlossen,train,100166900_jit_flipv_pers.png
100166900.png,gray_rot_jit,Vollguss/Pickelloch geschlossen,train,100166900_gray_rot_jit.png
100013700.png,pers_jit_orig,Vollguss/Pickelloch geschlossen,train,100013700_pers_jit_orig.png
100013700.png,gray_pers_rot,Vollguss/Pickelloch geschlossen,train,100013700_gray_pers_rot.png
100013700.png,orig_rot_gray,Vollguss/Pickelloch geschlossen,train,100013700_orig_rot_gray.png
100089300.png,orig_pers_fliph,Vollguss/Pickelloch geschlossen,train,100089300_orig_pers_fliph.png
100089300.png,fliph_orig_blur,Vollguss/Pickelloch geschlossen,train,100089300_fliph_orig_blur.png
100020400.png,flipv_orig_blur,Gussbeton/Pickelloch belueftet,train,100020400_flipv_orig_blur.png
100020400.png,jit_rot_blur,Gussbeton/Pickelloch belueftet,train,100020400_jit_rot_blur.png
100020400.png,orig_pers_flipv,Gussbeton/Pickelloch belueftet,train,100020400_orig_pers_flipv.png
100020400.png,rot_jit_gray,Gussbeton/Pickelloch belueftet,train,100020400_rot_jit_gray.png
100020400.png,rot_gray_jit,Gussbeton/Pickelloch belueftet,train,100020400_rot_gray_jit.png
100020400.png,fliph_gray_blur,Gussbeton/Pickelloch belueftet,train,100020400_fliph_gray_blur.png
100020400.png,blur_gray_jit,Gussbeton/Pickelloch belueftet,train,100020400_blur_gray_jit.png
100029500.png,rot_orig_fliph,Vollguss/Handgriff geschlossen,train,100029500_rot_orig_fliph.png
100206800.png,0,Vollguss/Pickelloch geschlossen,train,100206800_0.png
100115000.png,orig_blur_pers,Vollguss/Handgriff geschlossen,train,100115000_orig_blur_pers.png
100115000.png,rot_jit_fliph,Vollguss/Handgriff geschlossen,train,100115000_rot_jit_fliph.png
100115000.png,jit_gray_pers,Vollguss/Handgriff geschlossen,train,100115000_jit_gray_pers.png
100144900.png,flipv_orig_blur,Vollguss/Handgriff geschlossen,train,100144900_flipv_orig_blur.png
100144900.png,fliph_flipv_pers,Vollguss/Handgriff geschlossen,train,100144900_fliph_flipv_pers.png
100144900.png,orig_fliph_flipv,Vollguss/Handgriff geschlossen,train,100144900_orig_fliph_flipv.png
100181100.png,pers_orig_rot,"Vollguss/Handgriff geschlossen, verschraubt",train,100181100_pers_orig_rot.png
100181100.png,pers_rot_gray,"Vollguss/Handgriff geschlossen, verschraubt",train,100181100_pers_rot_gray.png
100181100.png,orig_pers_fliph,"Vollguss/Handgriff geschlossen, verschraubt",train,100181100_orig_pers_fliph.png
100181100.png,jit_orig_pers,"Vollguss/Handgriff geschlossen, verschraubt",train,100181100_jit_orig_pers.png
100181100.png,jit_rot_pers,"Vollguss/Handgriff geschlossen, verschraubt",train,100181100_jit_rot_pers.png
100181100.png,orig_gray_jit,"Vollguss/Handgriff geschlossen, verschraubt",train,100181100_orig_gray_jit.png
100181100.png,gray_pers_rot,"Vollguss/Handgriff geschlossen, verschraubt",train,100181100_gray_pers_rot.png
100181100.png,fliph_flipv_jit,"Vollguss/Handgriff geschlossen, verschraubt",train,100181100_fliph_flipv_jit.png
100181100.png,orig_fliph_gray,"Vollguss/Handgriff geschlossen, verschraubt",train,100181100_orig_fliph_gray.png
100181100.png,rot_fliph_jit,"Vollguss/Handgriff geschlossen, verschraubt",train,100181100_rot_fliph_jit.png
100181100.png,pers_fliph_jit,"Vollguss/Handgriff geschlossen, verschraubt",train,100181100_pers_fliph_jit.png
100143900.png,orig_jit_rot,Rost/Strassenrost,train,100143900_orig_jit_rot.png
100082400.png,pers_orig_fliph,Vollguss/Handgriff geschlossen,train,100082400_pers_orig_fliph.png
100047500.png,jit_flipv_gray,Rost/Strassenrost,train,100047500_jit_flipv_gray.png
100047500.png,blur_rot_orig,Rost/Strassenrost,train,100047500_blur_rot_orig.png
100115700.png,blur_gray_orig,Vollguss/Handgriff geschlossen,train,100115700_blur_gray_orig.png
100115700.png,rot_blur_pers,Vollguss/Handgriff geschlossen,train,100115700_rot_blur_pers.png
100115700.png,blur_fliph_orig,Vollguss/Handgriff geschlossen,train,100115700_blur_fliph_orig.png
